#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
462,"MESS U MADE","MICHELLE",49,127,"bedroom pop, indie pop, indie r&b","Pop, Rock, R&B","MESS U MADE",2021-10-27,2:48,67,37,34,0,35,0,10,-7,E Major,3,2022-06-21,7xW3rU5rzv4ghw0h8APxuH,"Canvasback/ATL",12B,https://p.scdn.co/mp3-preview/e0d538ccf7ec76e1fb2cb414afbdceb9ac37ea95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851687e561b19f33d9210faef75
463,"SUNRISE","MICHELLE",50,87,"bedroom pop, indie pop, indie r&b","Pop, Rock, R&B","SUNRISE",2020-07-16,2:56,82,44,16,2,68,0,30,-6,G Major,4,2022-06-21,0C3sscH57PNeQ8dmY6xTIR,"Canvasback/ATL",9B,https://p.scdn.co/mp3-preview/062a3db52aa70f171a916b4a751bb7355e6d2cd1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485191f291c87b978bd3a9cec695
464,"THE BOTTOM","MICHELLE",47,110,"bedroom pop, indie pop, indie r&b","Pop, Rock, R&B","HEATWAVE",2018-09-04,3:39,75,61,0,56,84,0,10,-7,A Minor,4,2022-06-21,5SG2BVsZr0W7cFAkjh60TT,"Canvasback/ATL",8A,https://p.scdn.co/mp3-preview/4721567eb6787d2546823ea5a6583d768bf5c6e6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485181a1e10b433725bbd5d67737
465,"STUCK ON U","MICHELLE",44,170,"bedroom pop, indie pop, indie r&b","Pop, Rock, R&B","HEATWAVE",2018-09-04,2:24,64,58,23,1,73,0,10,-7,G Major,4,2022-06-21,6iwXzkhrOgokSyTmKZQvym,"Canvasback/ATL",9B,https://p.scdn.co/mp3-preview/f0a98dd64b39dffc5fa72cdb05883904daaf8c9b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485181a1e10b433725bbd5d67737
466,"Acid Test","River Tiber",36,165,"alternative r&b, indie r&b, indie soul","R&B","Indigo",2016-06-24,5:13,17,76,23,0,10,10,30,-7,D#/E♭ Minor,4,2022-06-21,74Af93sMeTqsKgIZOjRsn5,"River Tiber",2A,https://p.scdn.co/mp3-preview/061fe3d5aab8e23c92893b77b34ace953272978a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851127b3c17cdb8432473b553a6
467,"Westcoast Collective","Dominic Fike",58,92,"alternative pop rock, pop","Rock, Pop","Don't Forget About Me, Demos",2018-10-16,1:47,68,57,54,1,54,0,30,-7,C♯/D♭ Minor,4,2022-06-21,7rNun2AyLu4u4rQpRt0iS9,"Columbia",12A,https://p.scdn.co/mp3-preview/6789888e7a354978eb2749150189df7846b0fb1a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517b1b6f41c1645af9757d5616
468,"Dancing in My Room","347aidan",69,120,"sad rap","Hip Hop","Dancing in My Room",2020-10-26,3:00,98,41,67,0,76,10,10,-11,G#/A♭ Minor,4,2022-07-02,6Pgmqg15yVexuOgtzuxwoX,"Columbia",1A,https://p.scdn.co/mp3-preview/a55e8e631c2f23e4425300d37267b3811377bbd5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515f4fbb2f9c3de128e526944c
469,"NBPQ (Topless)","Sudan Archives",24,128,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, indie soul, la pop","R&B, Pop","NBPQ (Topless)",2022-06-29,3:48,52,83,6,0,45,10,10,-6,C Major,4,2022-07-02,0mMxlFoIq8qrknTmyIbxO5,"Stones Throw Records",8B,https://p.scdn.co/mp3-preview/be0e109e901e01e22dc4c2f823b9efa9d662b1f2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485195fb303136aaca7c09b353b7
470,"I've Never Been To LA (Edit)","Oscar Lang,Wallice",42,161,"bedroom pop, indie pop","Pop, Rock","I've Never Been To LA",2022-06-28,2:39,51,77,1,0,60,0,30,-3,E Major,4,2022-07-02,5f20q1GsH6sr5tD91jgbyP,"Dirty Hit",12B,https://p.scdn.co/mp3-preview/5866a84dd0a38a9b215c9ddcdec083ba520a8d3a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517a3ef539bd7ecf977cddf57b
471,"Tongue","Rêve",53,122,"","","Tongue",2022-06-29,2:13,82,82,5,0,65,10,10,-5,F#/G♭ Major,4,2022-07-02,2bJgUPmlG2o6A0qfZJgkdh,"31 East Inc.",2B,,https://i.scdn.co/image/ab67616d000048513223dce3500154c0e37a688e
472,"Feeling Like I Do - Spotify Singles","Snail Mail",38,130,"art pop, baltimore indie, bubblegrunge, indie pop, indie rock","Pop, Rock","Spotify Singles",2022-06-29,3:56,48,83,0,0,72,0,20,-9,G#/A♭ Minor,4,2022-07-02,2NqGPfYbG0MyeLi3EMmHuR,"Matador",1A,https://p.scdn.co/mp3-preview/6a68a578dd277e7e85e04cc74ebe69ebd7c75ee1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f7299d9405f01e37027fdaa1
473,"Pristine","Snail Mail",50,126,"art pop, baltimore indie, bubblegrunge, indie pop, indie rock","Pop, Rock","Lush",2018-06-08,4:55,48,69,0,0,29,0,10,-6,C Major,4,2022-07-02,5JX6gZ5mOASumPrU1JbfbV,"Matador",8B,https://p.scdn.co/mp3-preview/ca330c906ac802fb30d495375edff41a27a28722?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d6c9b06173aa0faf1edbae66
474,"CIGARETTES","Zachary Knowles",32,169,"alt z, bedroom soul, chill pop, chill r&b, pop","R&B, Pop","CIGARETTES",2022-06-30,2:29,72,48,0,8,69,0,0,-9,G#/A♭ Major,4,2022-07-02,2e1SliQSsHs1YutpnfuNYC,"FADER Label",4B,,https://i.scdn.co/image/ab67616d000048516414eaead6a486e164e1aba7
475,"Strange Condition","Pete Yorn",38,120,"new jersey indie, pop rock","Rock, Pop","musicforthemorningafter",2001-03-27,3:57,52,83,10,0,88,0,10,-6,G Major,4,2022-07-02,2QC2OVBBadAsBIJDDjyoG9,"Columbia/Legacy",9B,https://p.scdn.co/mp3-preview/b44093a70d0eb863a28b41b598d5b37302a48cc4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e9b5ec5a1b1908ff26b17774
476,"How I Am (feat. Jay Millz)","Aaron May,JAY Millz",59,76,"hip hop, rap, ","Hip Hop","No Recognition",2022-06-25,2:14,71,38,31,0,55,40,0,-11,A Minor,4,2022-07-02,7AZbFMT8zbbUpDBWMbOg0y,"MOVEINTHEAM",8A,https://p.scdn.co/mp3-preview/77a4aa5d794038fcaa32d19d198178757cc544da?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516c31ae04f4550a05871fb76b
477,"MCQUEEN","Yoshi T.",42,113,"","","MCQUEEN",2022-04-13,2:39,76,62,57,0,49,20,50,-8,D Major,4,2022-07-02,7uCtaXvAbJ89VlyWvL7qlM,"WHATMORE©",10B,https://p.scdn.co/mp3-preview/f87c6f4bfcc5eabc0c88a7db5760dc174fb21239?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ee4ab79872c3901e8ca36fbe
478,"Traveling Alone","Tom The Mail Man",48,121,"modern indie pop, sad rap","Pop, Hip Hop","Traveling Alone",2019-11-18,2:40,69,60,9,0,42,0,0,-7,G#/A♭ Minor,4,2022-07-02,00c6I4e1BL1vqbD97KIh50,"TheDeliveryCrew",1A,https://p.scdn.co/mp3-preview/06e943dcc89e9abc58b87f95fffd237d30099972?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513918a837cf48ba09dc29fb56
479,"Groove District","Starjunk 95",48,125,"future funk","Dance/Electronic","Groove District",2021-12-17,3:06,78,85,8,16,20,0,10,-7,C Major,4,2022-07-02,7Kv0yPSr550uUxbAwAhH01,"Smile Bomb",8B,https://p.scdn.co/mp3-preview/f7ff409dd20a5c44fe076560f8d4990446192bb1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511f6405c3965b8c002b28e8ae
480,"Bayside - Radio Edit","Obskür",61,123,"irish electronic","Dance/Electronic","Bayside",2020-11-09,3:17,69,90,3,0,71,30,0,-4,C♯/D♭ Major,4,2022-07-02,7hYW4hKuPkfaLbzTpg9hQB,"FFRR",3B,https://p.scdn.co/mp3-preview/51d7d91fb329d815b77e78f3fd5fac3d6067ba6e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cf296a0d39e679f43bcceb79
481,"Never Even There","32 Leaves",38,91,"alternative metal, hard alternative, nu metal, post-grunge","Metal","Welcome to the Fall",2005-09-06,3:04,43,79,0,0,44,0,0,-6,G#/A♭ Major,4,2022-07-07,6P5Uu0Bc9RqlotltaMIJDK,"Double Blind Music",4B,https://p.scdn.co/mp3-preview/b71f8786685c8658865619befeae8f4e4712d468?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851759cd1abc5b5279ab738b207
482,"Sudden Change","32 Leaves",30,95,"alternative metal, hard alternative, nu metal, post-grunge","Metal","Welcome to the Fall",2005-09-06,3:42,18,88,0,0,36,0,10,-7,F#/G♭ Minor,4,2022-07-07,2nfURF8mKWO8YnrSnsnc5h,"Double Blind Music",11A,https://p.scdn.co/mp3-preview/3568dd580d7b45ba2d8ccdab1d84634061373084?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851759cd1abc5b5279ab738b207
483,"Blood On My Hands","32 Leaves",26,91,"alternative metal, hard alternative, nu metal, post-grunge","Metal","Welcome to the Fall",2005-09-06,3:33,33,89,1,0,49,0,10,-6,C♯/D♭ Major,4,2022-07-08,2xtljYMmMMVp6O383dSEwC,"Double Blind Music",3B,https://p.scdn.co/mp3-preview/e76dba36fcd61f5addc045f6a09bf78c5c071a34?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851759cd1abc5b5279ab738b207
